0.005036041602756213, 90.0, 1.1355444444444445, 1.0, 1.13304007987349, 1.13804880901539881125000000
1135304000, 1134306000, 1138539000, 1130268000, 1136416000, 1131959000, 1126099000, 1134100000, 1142830000, 1138158000, 1140366000, 1130490000, 1140536000, 1142012000, 1136057000, 1136859000, 1140501000
