0.004927699327497795, 1.5, 0.20812893333333335, 1.0, 0.20628890016434692, 0.2099689665023197820259900
208553000, 212747000, 210219000, 212767000, 202201000, 212746000, 212601000, 204606000, 200296000, 214054000, 205309000, 214727000, 210383000, 204449000, 210112000, 212614000, 201957000, 202606000, 200273000, 215347000, 216819000, 200369000, 206602000, 208706000, 208988000, 207327000, 204424000, 213603000, 205864000
