0.005631927255528985, 110.0, 1.9578884545454545, 1.0, 1.9541048743328313, 1.96167203475807761949083000
1953459000, 1965834000, 1961422000, 1953428000, 1963007000, 1954928000, 1963924000, 1963433000, 1957720000, 1950535000
