0.0035637220749909462, 90.0, 1.1367015, 1.0, 1.1349293027051146, 1.13847369729488551132720000
1130223000, 1136358000, 1136311000, 1138734000, 1136329000, 1138173000, 1138428000, 1131944000, 1142491000, 1138977000, 1134323000, 1130045000, 1142422000, 1138271000, 1138444000, 1136349000, 1140085000
