0.005482341778737339, 1.5, 0.20781223333333335, 1.0, 0.2057650932693475, 0.2098593733973192201328000
212764000, 200134000, 212982000, 214930000, 212646000, 212684000, 200413000, 205250000, 206841000, 205249000, 213967000, 206090000, 208326000, 202922000, 200566000, 200305000, 208638000, 204437000, 204513000, 216854000, 209153000, 200606000, 214179000, 216784000, 210064000, 202291000, 202429000, 213508000, 213514000
