0.005316060730883767, 90.0, 1.1372281666666668, 1.0, 1.1345845518593187, 1.1398717814740151129770000
1130068000, 1130249000, 1140432000, 1134550000, 1130656000, 1130148000, 1142468000, 1142488000, 1146419000, 1139970000, 1143167000, 1142626000, 1140680000, 1138825000, 1134319000, 1134741000, 1138531000
