0.005033703224144261, 110.0, 1.9555898181818183, 1.0, 1.952208130341942, 1.95897150602169461945224000
1961744000, 1953238000, 1954825000, 1953406000, 1953512000, 1965809000, 1955327000, 1953213000, 1957625000, 1957565000
