0.004636248697192831, 1.5, 0.20786853333333336, 1.0, 0.2061373296182648, 0.2095997370484019203179000
215112000, 213411000, 209282000, 201418000, 202517000, 201150000, 201538000, 215294000, 208055000, 209099000, 202382000, 204909000, 209547000, 212441000, 200470000, 204584000, 212841000, 213419000, 205609000, 205349000, 209382000, 209070000, 212875000, 212547000, 208622000, 213117000, 206272000, 210975000, 201590000
