0.196548266905104, 1.5, 0.291841, 1.0, 0.21844867096846524, 0.3652333290315348889099000
937921000, 200584000, 210513000, 208444000, 212913000, 419479000, 432240000, 202536000, 437855000, 206704000, 206354000, 212457000, 681995000, 205710000, 209077000, 198487000, 212613000, 212868000, 204599000, 214049000, 212732000, 201666000, 206558000, 204644000, 198479000, 204628000, 200221000, 200623000, 209182000
