0.005324216105287469, 90.0, 1.1375184444444444, 1.0, 1.1348707740648174, 1.14016611482407141124237000
1138218000, 1134356000, 1134180000, 1142447000, 1134032000, 1142631000, 1143300000, 1134214000, 1142396000, 1138400000, 1129951000, 1146835000, 1136565000, 1138677000, 1142380000, 1138204000, 1134309000
