0.004860884553818941, 1.5, 0.20835456666666666, 1.0, 0.20653948254419802, 0.2101696507891353198367000
210150000, 208640000, 206714000, 212490000, 205328000, 212819000, 212821000, 204387000, 213998000, 208616000, 202091000, 216788000, 204899000, 207198000, 209122000, 208510000, 206442000, 213051000, 202655000, 201621000, 214546000, 206904000, 213082000, 206583000, 213482000, 216690000, 198543000, 206781000, 207319000
