0.2673531085227328, 85.0, 1.2041137647058824, 1.0, 1.0666534804000085, 1.34157404901175631121859000
1127945000, 2273176000, 1127105000, 1134228000, 1136327000, 1136264000, 1143222000, 1138076000, 1144099000, 1144389000, 1143161000, 1142485000, 1140703000, 1146555000, 1129942000, 1140398000
