0.003406664777915624, 110.0, 1.955362, 1.0, 1.953073371461322, 1.9576506285386781952681000
1957622000, 1959581000, 1949432000, 1957123000, 1949747000, 1955220000, 1957685000, 1957339000, 1959172000, 1953380000
