0.005208443359797842, 1.5, 0.20614103333333333, 1.0, 0.20419616861982784, 0.2080858980468388319826900
209421000, 212668000, 214875000, 197650000, 209592000, 200351000, 200327000, 212714000, 211045000, 200512000, 204831000, 200377000, 204575000, 197830000, 208773000, 204414000, 205563000, 202740000, 204640000, 204397000, 202794000, 214041000, 204435000, 204651000, 204575000, 214247000, 212537000, 212829000, 208558000
