0.005337033625214167, 90.0, 1.1394875, 1.0, 1.1368334556176694, 1.14214154438233061136309000
1142253000, 1134753000, 1125954000, 1131841000, 1142348000, 1142387000, 1146691000, 1135775000, 1142642000, 1138265000, 1142311000, 1134300000, 1142877000, 1140616000, 1148010000, 1139857000, 1143586000
