0.00612933840820639, 110.0, 1.9609706363636363, 1.0, 1.9568528907917286, 1.9650883819355441946141000
1961790000, 1968137000, 1969736000, 1957606000, 1963373000, 1961856000, 1965646000, 1961452000, 1957510000, 1957430000
