0.006617037779490654, 110.0, 1.9608164545454545, 1.0, 1.956371068077779, 1.965261841013131948501000
1953472000, 1961625000, 1957288000, 1959735000, 1969751000, 1963968000, 1965398000, 1965922000, 1969519000, 1953802000
