0.008032098947605927, 110.0, 1.9621703636363637, 1.0, 1.9567743261406452, 1.96756640113208211941959000
1961612000, 1954130000, 1958676000, 1967085000, 1963642000, 1961626000, 1965675000, 1969729000, 1972037000, 1967703000
