0.006720113648179207, 90.0, 1.1385973333333332, 1.0, 1.1352554994366322, 1.14193916723003431122515000
1131933000, 1134220000, 1134199000, 1143713000, 1140999000, 1134459000, 1143995000, 1146785000, 1142456000, 1130677000, 1130724000, 1142562000, 1143726000, 1144243000, 1135900000, 1145160000, 1146486000
