0.004688348304751544, 1.5, 0.2064838, 1.0, 0.20473314197174633, 0.20823445802825366200304000
204745000, 204448000, 212541000, 212727000, 212681000, 210652000, 206701000, 206884000, 202375000, 204567000, 212660000, 206573000, 208582000, 208532000, 210829000, 212646000, 200582000, 200800000, 201751000, 198777000, 213725000, 212626000, 208626000, 198703000, 202405000, 200677000, 204637000, 206722000, 206036000
